entry,name,ItemLevel,RequiredLevel,Quality,InventoryType,class,subclass,stat_type1,stat_value1,stat_type2,stat_value2,stat_type3,stat_value3,stat_type4,stat_value4,stat_type5,stat_value5,stat_type6,stat_value6,stat_type7,stat_value7,stat_type8,stat_value8,stat_type9,stat_value9,stat_type10,stat_value10
2039544,Heroes' Dreamwalker Gloves,300,80,4,10,4,2,7,75,5,79,6,46,32,74,0,0,0,0,0,0,0,0,0,0,0,0
2040473,Valorous Dreamwalker Headguard,313,80,4,1,4,2,3,102,7,158,32,79,44,74,0,0,0,0,0,0,0,0,0,0,0,0
2040701,Crygil's Discarded Plate Panel,300,80,4,14,4,6,4,58,7,116,12,52,13,51,31,38,0,0,0,0,0,0,0,0,0,0
2040517,Valorous Earthshatter Kilt,313,80,4,7,4,3,7,153,5,119,32,91,31,65,0,0,0,0,0,0,0,0,0,0,0,0
2045129,Gnomeregan Bonechopper,300,80,4,21,2,7,7,69,5,66,32,34,31,44,45,632,0,0,0,0,0,0,0,0,0,0
2040514,Valorous Earthshatter Hauberk,313,80,4,5,4,3,7,116,5,119,36,88,32,93,0,0,0,0,0,0,0,0,0,0,0,0
2040416,Valorous Frostfire Circlet,313,80,4,1,4,1,7,80,5,119,6,102,32,79,0,0,0,0,0,0,0,0,0,0,0,0
2040750,Xintor's Expeditionary Boots,313,80,4,8,4,1,7,85,5,88,6,85,31,66,0,0,0,0,0,0,0,0,0,0,0,0
2040520,Valorous Earthshatter Grips,313,80,4,10,4,3,3,82,7,93,5,66,32,60,36,48,0,0,0,0,0,0,0,0,0,0
2039635,Heroes' Redemption Helm,300,80,4,1,4,4,4,114,7,139,36,125,31,44,0,0,0,0,0,0,0,0,0,0,0,0
2040462,Valorous Dreamwalker Leggings,313,80,4,7,4,2,7,116,5,111,6,119,32,65,0,0,0,0,0,0,0,0,0,0,0,0
2040708,Totem of the Elemental Plane,300,80,4,28,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040461,Valorous Dreamwalker Headpiece,313,80,4,1,4,2,7,116,5,119,6,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040546,Valorous Dreadnaught Greathelm,313,80,4,1,4,4,4,124,7,196,12,89,31,54,0,0,0,0,0,0,0,0,0,0,0,0
2040720,Renewal of Life,313,80,4,11,4,0,7,74,5,63,32,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039604,Heroes' Earthshatter Shoulderguards,300,80,4,3,4,3,3,68,7,83,5,52,32,55,37,49,0,0,0,0,0,0,0,0,0,0
2040507,Valorous Cryptstalker Spaulders,313,80,4,3,4,3,3,102,7,97,5,60,36,63,32,58,0,0,0,0,0,0,0,0,0,0
2040525,Valorous Dreadnaught Battleplate,313,80,4,5,4,4,4,113,7,155,32,142,31,102,0,0,0,0,0,0,0,0,0,0,0,0
2040499,Valorous Bonescythe Helmet,313,80,4,1,4,2,3,106,7,136,32,89,37,65,0,0,0,0,0,0,0,0,0,0,0,0
2040680,Encircling Burnished Gold Chains,300,80,4,2,4,0,7,75,5,58,6,52,31,38,45,91,0,0,0,0,0,0,0,0,0,0
2039582,Heroes' Cryptstalker Handguards,300,80,4,10,4,3,3,74,7,80,5,58,36,54,0,0,0,0,0,0,0,0,0,0,0,0
2040548,Valorous Dreadnaught Pauldrons,313,80,4,3,4,4,4,102,7,155,12,55,13,77,15,44,0,0,0,0,0,0,0,0,0,0
2039634,Heroes' Redemption Gauntlets,300,80,4,10,4,4,4,88,7,153,32,71,36,51,0,0,0,0,0,0,0,0,0,0,0,0
2039641,Heroes' Redemption Legguards,300,80,4,7,4,4,4,137,7,172,12,74,15,63,0,0,0,0,0,0,0,0,0,0,0,0
2039491,Heroes' Frostfire Circlet,300,80,4,1,4,1,7,83,5,99,6,93,32,66,0,0,0,0,0,0,0,0,0,0,0,0
2039497,Heroes' Plagueheart Robe,300,80,4,20,4,1,7,139,5,91,6,99,31,55,0,0,0,0,0,0,0,0,0,0,0,0
2039556,Heroes' Dreamwalker Shoulderpads,300,80,4,3,4,2,3,89,7,117,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040552,Valorous Scourgeborne Gauntlets,313,80,4,10,4,4,4,103,7,172,32,75,31,60,0,0,0,0,0,0,0,0,0,0,0,0
2040573,Valorous Redemption Spaulders,313,80,4,3,4,4,7,85,5,88,32,85,36,54,0,0,0,0,0,0,0,0,0,0,0,0
2040459,Valorous Mantle of Faith,313,80,4,3,4,1,7,88,5,88,36,77,31,63,0,0,0,0,0,0,0,0,0,0,0,0
2040472,Valorous Dreamwalker Handgrips,313,80,4,10,4,2,3,91,7,116,32,77,36,57,0,0,0,0,0,0,0,0,0,0,0,0
2040574,Valorous Redemption Chestpiece,313,80,4,5,4,4,4,131,7,178,32,130,36,77,0,0,0,0,0,0,0,0,0,0,0,0
2045078,Dagger of Lunar Purity,300,80,4,21,2,15,5,58,6,58,7,43,36,46,45,632,0,0,0,0,0,0,0,0,0,0
2040580,Valorous Redemption Handguards,313,80,4,10,4,4,4,88,7,155,12,77,13,65,31,57,0,0,0,0,0,0,0,0,0,0
2039546,Heroes' Dreamwalker Trousers,300,80,4,7,4,2,7,103,5,100,6,80,32,80,0,0,0,0,0,0,0,0,0,0,0,0
2039561,Heroes' Bonescythe Helmet,300,80,4,1,4,2,3,93,7,125,32,80,37,57,0,0,0,0,0,0,0,0,0,0,0,0
2040445,Valorous Gloves of Faith,313,80,4,10,4,1,7,83,5,85,6,63,32,63,0,0,0,0,0,0,0,0,0,0,0,0
2040494,Valorous Dreamwalker Shoulderpads,313,80,4,3,4,2,3,103,7,131,32,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039637,Heroes' Redemption Shoulderplates,300,80,4,3,4,4,4,102,7,108,32,77,31,60,0,0,0,0,0,0,0,0,0,0,0,0
2040495,Valorous Bonescythe Breastplate,313,80,4,5,4,2,3,130,7,134,32,68,36,96,0,0,0,0,0,0,0,0,0,0,0,0
2040448,Valorous Leggings of Faith,313,80,4,7,4,1,7,116,5,119,6,103,32,77,0,0,0,0,0,0,0,0,0,0,0,0
2045208,Blade of the Keening Banshee,300,80,4,21,2,7,7,69,5,66,32,34,31,44,45,632,0,0,0,0,0,0,0,0,0,0
2040695,Vine Belt of the Woodland Dryad,300,80,4,6,4,2,7,75,5,79,6,58,32,62,0,0,0,0,0,0,0,0,0,0,0,0
2039632,Heroes' Redemption Gloves,300,80,4,10,4,4,7,75,5,79,36,46,32,74,0,0,0,0,0,0,0,0,0,0,0,0
2040508,Valorous Earthshatter Tunic,313,80,4,5,4,3,7,116,5,119,36,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040422,Valorous Plagueheart Leggings,313,80,4,7,4,1,7,134,5,111,32,79,36,102,0,0,0,0,0,0,0,0,0,0,0,0
2040506,Valorous Cryptstalker Legguards,313,80,4,7,4,3,3,103,7,120,5,102,36,80,0,0,0,0,0,0,0,0,0,0,0,0
2040748,Boots of Captain Ellis,313,80,4,8,4,2,3,57,7,131,32,66,36,85,0,0,0,0,0,0,0,0,0,0,0,0
2039518,Heroes' Shoulderpads of Faith,300,80,4,3,4,1,7,75,5,79,6,68,32,55,0,0,0,0,0,0,0,0,0,0,0,0
2039621,Heroes' Scourgeborne Shoulderplates,300,80,4,3,4,4,4,102,7,108,32,77,31,60,0,0,0,0,0,0,0,0,0,0,0,0
2039498,Heroes' Plagueheart Leggings,300,80,4,7,4,1,7,120,5,99,32,66,36,93,0,0,0,0,0,0,0,0,0,0,0,0
2039589,Heroes' Earthshatter Legguards,300,80,4,7,4,3,7,131,5,106,36,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040681,Lattice Choker of Light,300,80,4,2,4,0,7,57,5,58,32,52,45,91,43,24,0,0,0,0,0,0,0,0,0,0
2040718,Signet of the Impregnable Fortress,313,80,4,11,4,0,4,58,7,130,12,86,31,41,37,32,0,0,0,0,0,0,0,0,0,0
2039636,Heroes' Redemption Legplates,300,80,4,7,4,4,4,125,7,139,36,113,32,80,0,0,0,0,0,0,0,0,0,0,0,0
2040521,Valorous Earthshatter Faceguard,313,80,4,1,4,3,3,102,7,120,5,82,32,79,31,55,0,0,0,0,0,0,0,0,0,0
2040322,Totem of Dueling,313,80,4,28,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040702,Rolfsen's Ripper,300,80,4,22,2,15,7,60,36,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039608,Heroes' Dreadnaught Shoulderplates,300,80,4,3,4,4,4,102,7,108,32,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039627,Heroes' Scourgeborne Pauldrons,300,80,4,3,4,4,4,89,7,134,12,43,14,69,13,44,0,0,0,0,0,0,0,0,0,0
2040569,Valorous Redemption Tunic,313,80,4,5,4,4,7,116,5,119,36,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040522,Valorous Earthshatter War-Kilt,313,80,4,7,4,3,3,103,7,102,5,102,32,79,31,55,0,0,0,0,0,0,0,0,0,0
2039521,Heroes' Circlet of Faith,300,80,4,1,4,1,7,83,5,93,6,99,32,66,0,0,0,0,0,0,0,0,0,0,0,0
2039494,Heroes' Frostfire Shoulderpads,300,80,4,3,4,1,7,75,5,77,32,74,36,46,0,0,0,0,0,0,0,0,0,0,0,0
2040468,Valorous Dreamwalker Trousers,313,80,4,7,4,2,7,116,5,119,6,91,32,89,0,0,0,0,0,0,0,0,0,0,0,0
2045204,Axe of the Sen'jin Protector,300,80,4,13,2,0,4,44,7,66,12,68,14,29,0,0,0,0,0,0,0,0,0,0,0,0
2045688,Inscribed Band of the Kirin Tor,313,80,4,11,4,0,38,173,3,57,7,88,32,58,36,57,0,0,0,0,0,0,0,0,0,0
2040749,Rainey's Chewed Boots,313,80,4,8,4,2,7,99,5,88,6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040567,Valorous Scourgeborne Legguards,313,80,4,7,4,4,4,124,7,196,12,77,13,111,31,54,0,0,0,0,0,0,0,0,0,0
2040711,Idol of Lush Moss,300,80,4,28,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040418,Valorous Frostfire Robe,313,80,4,20,4,1,7,113,5,119,6,102,32,94,0,0,0,0,0,0,0,0,0,0,0,0
2040733,Wristbands of the Sentinel Huntress,313,80,4,9,4,4,4,86,7,94,37,49,32,86,0,0,0,0,0,0,0,0,0,0,0,0
2040723,Disguise of the Kumiho,313,80,4,16,4,1,7,74,5,58,6,57,36,63,0,0,0,0,0,0,0,0,0,0,0,0
2040692,Vereesa's Silver Chain Belt,300,80,4,6,4,3,3,88,7,106,5,52,31,43,0,0,0,0,0,0,0,0,0,0,0,0
2039633,Heroes' Redemption Chestpiece,300,80,4,5,4,4,4,113,7,159,32,114,36,69,0,0,0,0,0,0,0,0,0,0,0,0
2040740,Wraps of the Astral Traveler,313,80,4,9,4,1,7,74,5,63,6,66,31,43,0,0,0,0,0,0,0,0,0,0,0,0
2040735,Zartson's Jungle Vambraces,313,80,4,9,4,4,7,85,5,58,36,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040700,Protective Barricade of the Light,300,80,4,14,4,6,7,75,5,52,32,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040268,Libram of Tolerance,313,80,4,28,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039603,Heroes' Earthshatter War-Kilt,300,80,4,7,4,3,3,93,7,93,5,91,32,80,31,48,0,0,0,0,0,0,0,0,0,0
2040557,Valorous Scourgeborne Shoulderplates,313,80,4,3,4,4,4,116,7,127,32,89,31,66,0,0,0,0,0,0,0,0,0,0,0,0
2040698,Ward of the Violet Citadel,300,80,4,23,4,0,7,75,5,52,31,58,32,38,0,0,0,0,0,0,0,0,0,0,0,0
2040545,Valorous Dreadnaught Handguards,313,80,4,10,4,4,4,88,7,155,12,66,14,77,37,52,0,0,0,0,0,0,0,0,0,0
2045130,Blunderbuss of Khaz Modan,300,80,4,26,2,3,3,49,36,34,38,43,7,48,0,0,0,0,0,0,0,0,0,0,0,0
2039595,Heroes' Earthshatter Kilt,300,80,4,7,4,3,7,131,5,106,32,86,31,57,0,0,0,0,0,0,0,0,0,0,0,0
2040342,Idol of Awakening,313,80,4,28,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039528,Heroes' Pants of Faith,300,80,4,7,4,1,7,103,5,105,6,79,32,80,0,0,0,0,0,0,0,0,0,0,0,0
2040685,The Egg of Mortal Essence,300,80,4,12,4,0,45,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040739,Bands of the Great Tree,313,80,4,9,4,2,7,74,5,63,6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039548,Heroes' Dreamwalker Mantle,300,80,4,3,4,2,7,75,5,79,36,72,31,44,0,0,0,0,0,0,0,0,0,0,0,0
2040504,Valorous Cryptstalker Handguards,313,80,4,10,4,3,3,82,7,93,5,66,36,60,0,0,0,0,0,0,0,0,0,0,0,0
2045074,Claymore of the Prophet,300,80,4,17,2,8,4,156,7,161,36,69,31,103,0,0,0,0,0,0,0,0,0,0,0,0
2040337,Libram of Resurgence,313,80,4,28,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039564,Heroes' Bonescythe Legplates,300,80,4,7,4,2,3,125,7,120,36,79,31,57,0,0,0,0,0,0,0,0,0,0,0,0
2045128,Silvery Sylvan Stave,300,80,4,17,2,10,38,207,3,159,7,151,32,80,0,0,0,0,0,0,0,0,0,0,0,0
2040568,Valorous Scourgeborne Pauldrons,313,80,4,3,4,4,4,102,7,155,12,52,14,77,13,51,0,0,0,0,0,0,0,0,0,0
2039581,Heroes' Cryptstalker Spaulders,300,80,4,3,4,3,3,89,7,83,5,51,36,55,32,51,0,0,0,0,0,0,0,0,0,0
2040470,Valorous Dreamwalker Mantle,313,80,4,3,4,2,7,85,5,88,36,85,31,54,0,0,0,0,0,0,0,0,0,0,0,0
2040321,Idol of the Shooting Star,313,80,4,28,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040734,Bracers of Dalaran's Parapets,313,80,4,9,4,4,4,66,7,130,12,57,14,58,31,43,0,0,0,0,0,0,0,0,0,0
2040469,Valorous Dreamwalker Vestments,313,80,4,20,4,2,7,116,5,108,32,94,36,94,0,0,0,0,0,0,0,0,0,0,0,0
2045203,Grimhorn Crusher,300,80,4,13,2,4,3,60,7,74,36,38,32,43,0,0,0,0,0,0,0,0,0,0,0,0
2040420,Valorous Plagueheart Gloves,313,80,4,10,4,1,7,116,5,77,36,82,32,66,0,0,0,0,0,0,0,0,0,0,0,0
2040579,Valorous Redemption Breastplate,313,80,4,5,4,4,4,155,7,196,12,71,15,82,0,0,0,0,0,0,0,0,0,0,0,0
2039594,Heroes' Earthshatter Helm,300,80,4,1,4,3,7,102,5,100,36,80,32,66,0,0,0,0,0,0,0,0,0,0,0,0
2040463,Valorous Dreamwalker Robe,313,80,4,20,4,2,7,116,5,111,6,119,36,65,0,0,0,0,0,0,0,0,0,0,0,0
