entry,name,ItemLevel,RequiredLevel,Quality,InventoryType,class,subclass,stat_type1,stat_value1,stat_type2,stat_value2,stat_type3,stat_value3,stat_type4,stat_value4,stat_type5,stat_value5,stat_type6,stat_value6,stat_type7,stat_value7,stat_type8,stat_value8,stat_type9,stat_value9,stat_type10,stat_value10
2050987,Malevolent Girdle,364,85,4,6,4,4,4,187,7,212,32,128,31,93,0,0,0,0,0,0,0,0,0,0,0,0
2050467,Might of the Ocean Serpent,364,85,4,16,4,1,4,147,7,159,44,100,37,69,0,0,0,0,0,0,0,0,0,0,0,0
2051195,Sanctified Frost Witch's Chestguard,364,85,4,5,4,3,38,285,3,251,7,198,5,131,32,155,36,119,0,0,0,0,0,0,0,0
2050983,Gloves of False Gestures,364,85,4,10,4,1,45,189,7,142,5,142,32,124,36,99,0,0,0,0,0,0,0,0,0,0
2051306,Sanctified Scourgelord Faceguard,377,85,4,1,4,4,4,283,7,370,12,148,13,124,14,136,0,0,0,0,0,0,0,0,0,0
2051144,Sanctified Lasherweave Handgrips,364,85,4,10,4,2,38,224,3,186,7,186,44,124,36,111,0,0,0,0,0,0,0,0,0,0
2051222,Sanctified Ymirjar Lord's Handguards,377,85,4,10,4,4,4,159,7,297,12,139,31,106,0,0,0,0,0,0,0,0,0,0,0,0
2051280,Sanctified Bloodmage Gloves,377,85,4,10,4,1,45,232,7,159,5,159,32,139,31,127,0,0,0,0,0,0,0,0,0,0
2051284,Sanctified Bloodmage Shoulderpads,377,85,4,3,4,1,45,232,7,159,5,159,32,139,36,127,0,0,0,0,0,0,0,0,0,0
2051256,Sanctified Crimson Acolyte Handwraps,377,85,4,10,4,1,45,232,7,159,5,159,32,139,31,127,0,0,0,0,0,0,0,0,0,0
2050974,Meteor Chaser's Raiment,364,85,4,20,4,1,45,251,7,190,5,190,32,130,36,167,0,0,0,0,0,0,0,0,0,0
2050357,Maghia's Misguided Quill,364,85,4,12,4,0,31,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051217,Sanctified Ymirjar Lord's Handguards,364,85,4,10,4,4,4,142,7,261,12,124,31,94,0,0,0,0,0,0,0,0,0,0,0,0
2051163,Sanctified Lightsworn Gauntlets,364,85,4,10,4,4,4,199,7,212,32,124,31,111,0,0,0,0,0,0,0,0,0,0,0,0
2051188,Sanctified Shadowblade Gauntlets,364,85,4,10,4,2,38,224,3,186,7,186,32,124,36,111,0,0,0,0,0,0,0,0,0,0
2051164,Sanctified Lightsworn Battleplate,364,85,4,5,4,4,4,261,7,286,32,167,36,142,0,0,0,0,0,0,0,0,0,0,0,0
2051234,Sanctified Dark Coven Shoulderpads,377,85,4,3,4,1,45,232,7,159,5,159,32,139,36,127,0,0,0,0,0,0,0,0,0,0
2051245,Sanctified Frost Witch's Spaulders,377,85,4,3,4,3,45,232,7,159,5,159,32,139,36,127,0,0,0,0,0,0,0,0,0,0
2051209,Sanctified Dark Coven Gloves,364,85,4,10,4,1,45,204,7,142,5,142,32,124,31,111,0,0,0,0,0,0,0,0,0,0
2050992,Waistband of Despair,364,85,4,6,4,3,45,189,7,142,5,142,32,124,36,99,0,0,0,0,0,0,0,0,0,0
2051283,Sanctified Bloodmage Robe,377,85,4,20,4,1,45,302,7,215,5,215,32,164,36,189,0,0,0,0,0,0,0,0,0,0
2051218,Sanctified Ymirjar Lord's Greathelm,364,85,4,1,4,4,4,251,7,320,12,119,13,106,14,119,0,0,0,0,0,0,0,0,0,0
2050977,Gatecrasher's Gauntlets,364,85,4,10,4,4,4,187,7,212,32,124,44,99,0,0,0,0,0,0,0,0,0,0,0,0
2051287,Sanctified Ahn'Kahar Blood Hunter's Legguards,377,85,4,7,4,3,38,328,3,283,7,223,5,148,32,176,36,136,0,0,0,0,0,0,0,0
2051241,Sanctified Frost Witch's War-Kilt,377,85,4,7,4,3,38,328,3,283,7,223,5,148,32,176,31,136,0,0,0,0,0,0,0,0
2051206,Sanctified Dark Coven Robe,364,85,4,20,4,1,45,265,7,190,5,190,32,167,36,142,0,0,0,0,0,0,0,0,0,0
2051162,Sanctified Lightsworn Helmet,364,85,4,1,4,4,4,249,7,286,32,155,36,142,0,0,0,0,0,0,0,0,0,0,0,0
2051242,Sanctified Frost Witch's Faceguard,377,85,4,1,4,3,38,328,3,271,7,223,5,148,32,176,36,124,0,0,0,0,0,0,0,0
2051300,Sanctified Lasherweave Robes,377,85,4,20,4,2,45,302,7,215,5,215,6,189,32,164,0,0,0,0,0,0,0,0,0,0
2050462,Sigil of the Bone Gryphon,364,85,4,28,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051200,Sanctified Frost Witch's Hauberk,364,85,4,5,4,3,45,265,7,190,5,190,32,167,36,142,0,0,0,0,0,0,0,0,0,0
2050984,Gloves of Ambivalence,364,85,4,10,4,1,45,189,7,142,5,142,6,124,32,99,0,0,0,0,0,0,0,0,0,0
2051143,Sanctified Lasherweave Headguard,364,85,4,1,4,2,38,260,3,251,7,251,32,155,44,142,0,0,0,0,0,0,0,0,0,0
2051230,Sanctified Dark Coven Gloves,377,85,4,10,4,1,45,232,7,159,5,159,32,139,31,127,0,0,0,0,0,0,0,0,0,0
2051179,Sanctified Crimson Acolyte Gloves,364,85,4,10,4,1,45,204,7,142,5,142,6,124,36,111,0,0,0,0,0,0,0,0,0,0
2051180,Sanctified Crimson Acolyte Raiments,364,85,4,20,4,1,45,265,7,190,5,190,32,155,36,155,0,0,0,0,0,0,0,0,0,0
2051211,Sanctified Ymirjar Lord's Legplates,364,85,4,7,4,4,4,261,7,285,32,167,37,142,0,0,0,0,0,0,0,0,0,0,0,0
2050455,Libram of Three Truths,364,85,4,28,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051138,Sanctified Lasherweave Gauntlets,364,85,4,10,4,2,45,204,7,142,5,142,6,124,36,111,0,0,0,0,0,0,0,0,0,0
2050997,Circle of Ossus,364,85,4,6,4,1,45,189,7,142,5,142,6,99,36,124,0,0,0,0,0,0,0,0,0,0
2051269,Sanctified Lightsworn Shoulderguards,377,85,4,3,4,4,4,210,7,297,12,110,13,97,14,110,0,0,0,0,0,0,0,0,0,0
2050971,Mail of the Geyser,364,85,4,5,4,3,45,251,7,190,5,190,32,155,43,71,0,0,0,0,0,0,0,0,0,0
2051310,Sanctified Scourgelord Battleplate,377,85,4,5,4,4,4,299,7,323,32,189,44,164,0,0,0,0,0,0,0,0,0,0,0,0
2050973,Vestments of Spruce and Fir,364,85,4,20,4,2,45,251,7,190,5,190,6,130,36,167,0,0,0,0,0,0,0,0,0,0
2050458,Bizuri's Totem of Shattered Ice,364,85,4,28,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051288,Sanctified Ahn'Kahar Blood Hunter's Spaulders,377,85,4,3,4,3,38,255,3,210,7,165,5,110,32,139,44,97,0,0,0,0,0,0,0,0
2051255,Sanctified Crimson Acolyte Cowl,377,85,4,1,4,1,45,286,7,215,5,215,32,189,36,151,0,0,0,0,0,0,0,0,0,0
2051286,Sanctified Ahn'Kahar Blood Hunter's Headpiece,377,85,4,1,4,3,38,328,3,271,7,223,5,148,32,164,44,136,0,0,0,0,0,0,0,0
2051141,Sanctified Lasherweave Raiment,364,85,4,20,4,2,38,285,3,251,7,251,32,167,44,142,0,0,0,0,0,0,0,0,0,0
2051133,Sanctified Scourgelord Faceguard,364,85,4,1,4,4,4,251,7,320,12,131,13,106,14,119,0,0,0,0,0,0,0,0,0,0
2051305,Sanctified Scourgelord Chestguard,377,85,4,5,4,4,4,283,7,389,13,124,14,148,0,0,0,0,0,0,0,0,0,0,0,0
2051196,Sanctified Frost Witch's Grips,364,85,4,10,4,3,38,224,3,186,7,147,5,97,32,124,31,85,0,0,0,0,0,0,0,0
2051240,Sanctified Frost Witch's Shoulderguards,377,85,4,3,4,3,38,255,3,210,7,165,5,110,32,139,36,97,0,0,0,0,0,0,0,0
2051204,Sanctified Frost Witch's Shoulderpads,364,85,4,3,4,3,45,204,7,142,5,142,32,124,36,111,0,0,0,0,0,0,0,0,0,0
2051202,Sanctified Frost Witch's Helm,364,85,4,1,4,3,45,249,7,190,5,190,32,155,36,142,0,0,0,0,0,0,0,0,0,0
2050355,Herkuml War Token,364,85,4,12,4,0,36,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051244,Sanctified Frost Witch's Chestguard,377,85,4,5,4,3,38,328,3,283,7,223,5,148,32,176,36,136,0,0,0,0,0,0,0,0
2051178,Sanctified Crimson Acolyte Hood,364,85,4,1,4,1,45,251,7,190,5,190,6,142,32,155,0,0,0,0,0,0,0,0,0,0
2051161,Sanctified Lightsworn Legplates,364,85,4,7,4,4,4,261,7,286,32,167,37,142,0,0,0,0,0,0,0,0,0,0,0,0
2051281,Sanctified Bloodmage Hood,377,85,4,1,4,1,45,288,7,215,5,215,32,189,36,151,0,0,0,0,0,0,0,0,0,0
2051214,Sanctified Ymirjar Lord's Battleplate,364,85,4,5,4,4,4,261,7,286,32,167,44,142,0,0,0,0,0,0,0,0,0,0,0,0
2050464,Totem of the Surging Sea,364,85,4,28,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050976,Gauntlets of Overexposure,364,85,4,10,4,4,45,189,7,142,5,142,32,124,36,99,0,0,0,0,0,0,0,0,0,0
2051249,Sanctified Frost Witch's Tunic,377,85,4,5,4,3,45,302,7,215,5,215,32,189,36,164,0,0,0,0,0,0,0,0,0,0
2051254,Sanctified Shadowblade Pauldrons,377,85,4,3,4,2,38,255,3,210,7,210,32,139,31,127,0,0,0,0,0,0,0,0,0,0
2051201,Sanctified Frost Witch's Gloves,364,85,4,10,4,3,45,204,7,142,5,142,32,124,31,111,0,0,0,0,0,0,0,0,0,0
2050995,Vengeful Noose,364,85,4,6,4,2,38,199,3,186,7,186,36,99,44,124,0,0,0,0,0,0,0,0,0,0
2051228,Sanctified Ymirjar Lord's Legplates,377,85,4,7,4,4,4,299,7,322,32,189,37,164,0,0,0,0,0,0,0,0,0,0,0,0
2050463,Totem of the Avalanche,364,85,4,28,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051290,Sanctified Lasherweave Cover,377,85,4,1,4,2,45,288,7,215,5,215,32,176,36,164,0,0,0,0,0,0,0,0,0,0
2051176,Sanctified Crimson Acolyte Robe,364,85,4,20,4,1,45,265,7,190,5,190,6,155,32,155,0,0,0,0,0,0,0,0,0,0
2051236,Sanctified Frost Witch's Kilt,377,85,4,7,4,3,45,302,7,215,5,215,32,189,31,164,0,0,0,0,0,0,0,0,0,0
2051140,Sanctified Lasherweave Shoulderpads,364,85,4,3,4,2,38,224,3,186,7,186,32,124,44,111,0,0,0,0,0,0,0,0,0,0
2051142,Sanctified Lasherweave Legguards,364,85,4,7,4,2,38,285,3,251,7,251,44,167,37,142,0,0,0,0,0,0,0,0,0,0
2051295,Sanctified Lasherweave Handgrips,377,85,4,10,4,2,38,255,3,210,7,210,44,139,36,127,0,0,0,0,0,0,0,0,0,0
2050356,Corroded Skeleton Key,364,85,4,12,4,0,7,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051152,Sanctified Ahn'Kahar Blood Hunter's Legguards,364,85,4,7,4,3,38,285,3,251,7,198,5,131,32,155,36,119,0,0,0,0,0,0,0,0
2051308,Sanctified Scourgelord Legguards,377,85,4,7,4,4,4,215,7,389,12,189,13,164,37,144,0,0,0,0,0,0,0,0,0,0
2051165,Sanctified Lightsworn Tunic,364,85,4,5,4,4,45,265,7,190,5,190,32,167,36,142,0,0,0,0,0,0,0,0,0,0
2051128,Sanctified Scourgelord Gauntlets,364,85,4,10,4,4,4,199,7,212,32,124,31,111,0,0,0,0,0,0,0,0,0,0,0,0
2051313,Sanctified Scourgelord Legplates,377,85,4,7,4,4,4,299,7,323,32,189,37,164,0,0,0,0,0,0,0,0,0,0,0,0
2051232,Sanctified Dark Coven Leggings,377,85,4,7,4,1,45,302,7,215,5,215,32,189,31,164,0,0,0,0,0,0,0,0,0,0
2051311,Sanctified Scourgelord Gauntlets,377,85,4,10,4,4,4,227,7,240,32,139,31,127,0,0,0,0,0,0,0,0,0,0,0,0
2051182,Sanctified Crimson Acolyte Mantle,364,85,4,3,4,1,45,204,7,142,5,142,32,124,36,111,0,0,0,0,0,0,0,0,0,0
2051285,Sanctified Ahn'Kahar Blood Hunter's Handguards,377,85,4,10,4,3,38,255,3,210,7,165,5,110,32,127,31,110,0,0,0,0,0,0,0,0
2051131,Sanctified Scourgelord Legguards,364,85,4,7,4,4,4,190,7,339,12,167,13,142,37,127,0,0,0,0,0,0,0,0,0,0
2051150,Sanctified Ahn'Kahar Blood Hunter's Tunic,364,85,4,5,4,3,38,285,3,251,7,198,5,131,32,155,44,119,0,0,0,0,0,0,0,0
2051212,Sanctified Ymirjar Lord's Helmet,364,85,4,1,4,4,4,249,7,286,32,155,44,142,0,0,0,0,0,0,0,0,0,0,0,0
2051158,Sanctified Bloodmage Hood,364,85,4,1,4,1,45,251,7,190,5,190,32,167,36,130,0,0,0,0,0,0,0,0,0,0
2051252,Sanctified Shadowblade Helmet,377,85,4,1,4,2,38,303,3,283,7,283,32,176,44,164,0,0,0,0,0,0,0,0,0,0
2051184,Sanctified Crimson Acolyte Cowl,364,85,4,1,4,1,45,249,7,190,5,190,32,167,36,130,0,0,0,0,0,0,0,0,0,0
2051207,Sanctified Dark Coven Leggings,364,85,4,7,4,1,45,265,7,190,5,190,32,167,31,142,0,0,0,0,0,0,0,0,0,0
2051156,Sanctified Bloodmage Robe,364,85,4,20,4,1,45,265,7,190,5,190,32,142,36,167,0,0,0,0,0,0,0,0,0,0
2051127,Sanctified Scourgelord Helmet,364,85,4,1,4,4,4,249,7,286,32,155,44,142,0,0,0,0,0,0,0,0,0,0,0,0
2051136,Sanctified Lasherweave Legplates,364,85,4,7,4,2,45,265,7,190,5,190,6,167,36,139,0,0,0,0,0,0,0,0,0,0
2051307,Sanctified Scourgelord Handguards,377,85,4,10,4,4,4,159,7,297,12,139,31,106,0,0,0,0,0,0,0,0,0,0,0,0
2051130,Sanctified Scourgelord Pauldrons,364,85,4,3,4,4,4,186,7,261,12,97,13,85,14,97,0,0,0,0,0,0,0,0,0,0
2050979,Logsplitters,364,85,4,10,4,3,38,224,3,173,7,147,5,97,32,99,44,97,0,0,0,0,0,0,0,0
2051293,Sanctified Lasherweave Trousers,377,85,4,7,4,2,45,302,7,215,5,215,32,189,31,164,0,0,0,0,0,0,0,0,0,0
2051261,Sanctified Crimson Acolyte Hood,377,85,4,1,4,1,45,288,7,215,5,215,6,164,32,176,0,0,0,0,0,0,0,0,0,0
2051248,Sanctified Frost Witch's Handguards,377,85,4,10,4,3,45,232,7,159,5,159,32,139,43,63,0,0,0,0,0,0,0,0,0,0
2051301,Sanctified Lasherweave Gauntlets,377,85,4,10,4,2,45,232,7,159,5,159,6,139,36,127,0,0,0,0,0,0,0,0,0,0
2051221,Sanctified Ymirjar Lord's Greathelm,377,85,4,1,4,4,4,283,7,370,12,136,13,124,14,136,0,0,0,0,0,0,0,0,0,0
2051312,Sanctified Scourgelord Helmet,377,85,4,1,4,4,4,286,7,323,32,176,44,164,0,0,0,0,0,0,0,0,0,0,0,0
2051151,Sanctified Ahn'Kahar Blood Hunter's Spaulders,364,85,4,3,4,3,38,224,3,186,7,147,5,97,32,124,44,85,0,0,0,0,0,0,0,0
2051253,Sanctified Shadowblade Legplates,377,85,4,7,4,2,38,328,3,283,7,283,32,189,37,164,0,0,0,0,0,0,0,0,0,0
2051183,Sanctified Crimson Acolyte Handwraps,364,85,4,10,4,1,45,204,7,142,5,142,32,124,31,111,0,0,0,0,0,0,0,0,0,0
2050970,Longstrider's Vest,364,85,4,5,4,3,38,285,3,226,7,198,5,131,32,167,44,106,0,0,0,0,0,0,0,0
2051153,Sanctified Ahn'Kahar Blood Hunter's Headpiece,364,85,4,1,4,3,38,285,3,238,7,198,5,131,32,142,44,119,0,0,0,0,0,0,0,0
2051237,Sanctified Frost Witch's Helm,377,85,4,1,4,3,45,286,7,215,5,215,32,176,36,164,0,0,0,0,0,0,0,0,0,0
2051197,Sanctified Frost Witch's Faceguard,364,85,4,1,4,3,38,285,3,238,7,198,5,131,32,155,36,106,0,0,0,0,0,0,0,0
2051174,Sanctified Lightsworn Chestguard,364,85,4,5,4,4,4,251,7,339,13,106,14,131,0,0,0,0,0,0,0,0,0,0,0,0
2050460,Libram of Blinding Light,364,85,4,28,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051268,Sanctified Lightsworn Legguards,377,85,4,7,4,4,4,215,7,389,12,189,13,164,37,144,0,0,0,0,0,0,0,0,0,0
2051157,Sanctified Bloodmage Leggings,364,85,4,7,4,1,45,265,7,190,5,190,32,167,31,142,0,0,0,0,0,0,0,0,0,0
2050454,Idol of the Black Willow,364,85,4,28,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050358,Purified Lunar Dust,364,85,4,12,4,0,45,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051160,Sanctified Lightsworn Shoulderplates,364,85,4,3,4,4,4,199,7,212,32,124,36,111,0,0,0,0,0,0,0,0,0,0,0,0
2051169,Sanctified Lightsworn Gloves,364,85,4,10,4,4,45,204,7,142,5,142,32,124,43,55,0,0,0,0,0,0,0,0,0,0
2051299,Sanctified Lasherweave Shoulderpads,377,85,4,3,4,2,38,255,3,210,7,210,32,139,44,127,0,0,0,0,0,0,0,0,0,0
2051192,Sanctified Frost Witch's Headpiece,364,85,4,1,4,3,45,249,7,190,5,190,32,155,36,142,0,0,0,0,0,0,0,0,0,0
2051243,Sanctified Frost Witch's Grips,377,85,4,10,4,3,38,255,3,210,7,165,5,110,32,139,31,97,0,0,0,0,0,0,0,0
2051139,Sanctified Lasherweave Robes,364,85,4,20,4,2,45,265,7,190,5,190,6,167,32,142,0,0,0,0,0,0,0,0,0,0
2051181,Sanctified Crimson Acolyte Pants,364,85,4,7,4,1,45,265,7,190,5,190,32,167,31,142,0,0,0,0,0,0,0,0,0,0
2051304,Sanctified Lasherweave Pauldrons,377,85,4,3,4,2,45,232,7,159,5,159,6,139,32,127,0,0,0,0,0,0,0,0,0,0
2050457,Idol of the Lunar Eclipse,364,85,4,28,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051282,Sanctified Bloodmage Leggings,377,85,4,7,4,1,45,302,7,215,5,215,32,189,31,164,0,0,0,0,0,0,0,0,0,0
2051314,Sanctified Scourgelord Shoulderplates,377,85,4,3,4,4,4,227,7,240,32,139,44,127,0,0,0,0,0,0,0,0,0,0,0,0
2051203,Sanctified Frost Witch's Kilt,364,85,4,7,4,3,45,265,7,190,5,190,32,167,31,142,0,0,0,0,0,0,0,0,0,0
2051292,Sanctified Lasherweave Mantle,377,85,4,3,4,2,45,232,7,159,5,159,32,139,36,127,0,0,0,0,0,0,0,0,0,0
2050456,Idol of the Crying Moon,364,85,4,28,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051154,Sanctified Ahn'Kahar Blood Hunter's Handguards,364,85,4,10,4,3,38,224,3,186,7,147,5,97,32,111,31,97,0,0,0,0,0,0,0,0
2051186,Sanctified Shadowblade Legplates,364,85,4,7,4,2,38,285,3,251,7,251,32,167,37,142,0,0,0,0,0,0,0,0,0,0
2051277,Sanctified Lightsworn Helmet,377,85,4,1,4,4,4,286,7,323,32,176,36,164,0,0,0,0,0,0,0,0,0,0,0,0
2050459,Sigil of the Hanged Man,364,85,4,28,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050991,Verdigris Chain Belt,364,85,4,6,4,4,4,186,7,243,12,97,14,97,0,0,0,0,0,0,0,0,0,0,0,0
2050994,Belt of Petrified Ivy,364,85,4,6,4,2,45,189,7,142,5,142,32,124,36,99,0,0,0,0,0,0,0,0,0,0
2050980,Blizzard Keeper's Mitts,364,85,4,10,4,3,45,189,7,142,5,142,32,124,36,99,0,0,0,0,0,0,0,0,0,0
2051219,Sanctified Ymirjar Lord's Breastplate,364,85,4,5,4,4,4,251,7,339,13,119,14,119,0,0,0,0,0,0,0,0,0,0,0,0
2051170,Sanctified Lightsworn Shoulderguards,364,85,4,3,4,4,4,186,7,261,12,97,13,85,14,97,0,0,0,0,0,0,0,0,0,0
