entry,name,ItemLevel,RequiredLevel,Quality,InventoryType,class,subclass,stat_type1,stat_value1,stat_type2,stat_value2,stat_type3,stat_value3,stat_type4,stat_value4,stat_type5,stat_value5,stat_type6,stat_value6,stat_type7,stat_value7,stat_type8,stat_value8,stat_type9,stat_value9,stat_type10,stat_value10
2047787,Kel'Thuzad's Shoulderpads of Conquest,332,85,4,3,4,1,45,148,7,105,5,105,6,80,32,93,0,0,0,0,0,0,0,0,0,0
2047735,Glyph of Indomitability,345,85,4,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048531,Thassarian's Chestguard of Conquest,332,85,4,5,4,4,4,142,7,243,12,97,14,88,13,82,0,0,0,0,0,0,0,0,0,0
2048310,Nobundo's Hauberk of Conquest,332,85,4,5,4,3,45,189,7,142,5,142,36,111,31,111,0,0,0,0,0,0,0,0,0,0
2048238,Garona's Pauldrons of Triumph,345,85,4,3,4,2,38,184,3,156,7,156,44,103,37,91,0,0,0,0,0,0,0,0,0,0
2048244,Garona's Gauntlets of Conquest,332,85,4,10,4,2,38,159,3,137,7,137,32,93,31,80,0,0,0,0,0,0,0,0,0,0
2047986,Velen's Robe of Triumph,345,85,4,20,4,1,45,217,7,159,5,159,6,127,32,127,0,0,0,0,0,0,0,0,0,0
2048095,Zabra's Circlet of Triumph,345,85,4,1,4,1,45,203,7,159,5,159,6,114,31,127,0,0,0,0,0,0,0,0,0,0
2047980,Velen's Leggings of Conquest,332,85,4,7,4,1,45,189,7,142,5,142,6,111,36,111,0,0,0,0,0,0,0,0,0,0
2048242,Garona's Breastplate of Triumph,345,85,4,5,4,2,38,255,3,186,7,210,32,139,31,127,0,0,0,0,0,0,0,0,0,0
2048258,Windrunner's Legguards of Triumph,345,85,4,7,4,3,38,230,3,186,7,110,5,165,32,139,44,110,0,0,0,0,0,0,0,0
2048394,Hellscream's Legplates of Triumph,345,85,4,7,4,4,4,215,7,240,32,127,37,127,0,0,0,0,0,0,0,0,0,0,0,0
2048464,Hellscream's Legguards of Triumph,345,85,4,7,4,4,4,159,7,279,12,139,31,82,0,0,0,0,0,0,0,0,0,0,0,0
2048068,Zabra's Cowl of Conquest,332,85,4,1,4,1,45,175,7,142,5,142,6,111,32,99,0,0,0,0,0,0,0,0,0,0
2048572,Turalyon's Spaulders of Conquest,332,85,4,3,4,4,45,148,7,105,5,105,32,93,36,80,0,0,0,0,0,0,0,0,0,0
2048625,Liadrin's Gauntlets of Triumph,345,85,4,10,4,4,4,165,7,178,32,103,31,91,0,0,0,0,0,0,0,0,0,0,0,0
2048505,Koltira's Shoulderplates of Conquest,332,85,4,3,4,4,4,145,7,158,32,93,31,80,0,0,0,0,0,0,0,0,0,0,0,0
2048219,VanCleef's Breastplate of Conquest,332,85,4,5,4,2,38,224,3,161,7,186,32,124,31,111,0,0,0,0,0,0,0,0,0,0
2048076,Velen's Mantle of Conquest,332,85,4,3,4,1,45,148,7,105,5,105,6,93,32,80,0,0,0,0,0,0,0,0,0,0
2048347,Nobundo's Grips of Triumph,345,85,4,10,4,3,38,288,3,103,7,124,5,82,37,91,32,82,0,0,0,0,0,0,0,0
2047666,Totem of Electrifying Wind,345,85,4,28,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048253,Windrunner's Spaulders of Conquest,332,85,4,3,4,3,38,159,3,125,7,110,5,72,32,93,31,72,0,0,0,0,0,0,0,0
2048222,VanCleef's Gauntlets of Conquest,332,85,4,10,4,2,38,159,3,137,7,137,32,93,31,80,0,0,0,0,0,0,0,0,0,0
2048541,Thassarian's Legguards of Triumph,345,85,4,7,4,4,4,159,7,279,12,100,14,94,13,110,0,0,0,0,0,0,0,0,0,0
2048187,Runetotem's Mantle of Conquest,332,85,4,3,4,2,45,148,7,105,5,105,6,93,32,80,0,0,0,0,0,0,0,0,0,0
2048590,Liadrin's Spaulders of Triumph,345,85,4,3,4,4,45,168,7,119,5,119,32,103,36,91,0,0,0,0,0,0,0,0,0,0
2048302,Thrall's Headpiece of Triumph,345,85,4,1,4,3,45,203,7,159,5,159,32,117,43,62,0,0,0,0,0,0,0,0,0,0
2048297,Thrall's Headpiece of Conquest,332,85,4,1,4,3,45,175,7,142,5,142,32,102,43,54,0,0,0,0,0,0,0,0,0,0
2047799,Gul'dan's Robe of Conquest,332,85,4,20,4,1,45,189,7,142,5,142,6,111,31,111,0,0,0,0,0,0,0,0,0,0
2047708,Duskstalker Shoulderpads,345,85,4,3,4,2,38,209,3,144,7,156,32,103,44,91,0,0,0,0,0,0,0,0,0,0
2048220,VanCleef's Legplates of Conquest,332,85,4,7,4,2,38,224,3,161,7,186,31,99,44,111,0,0,0,0,0,0,0,0,0,0
2048167,Malfurion's Mantle of Triumph,345,85,4,3,4,2,45,168,7,119,5,119,6,103,32,91,0,0,0,0,0,0,0,0,0,0
2048722,Shard of the Crystal Heart,345,85,4,12,4,0,31,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048075,Velen's Raiments of Conquest,332,85,4,20,4,1,45,189,7,142,5,142,6,111,36,111,0,0,0,0,0,0,0,0,0,0
2048639,Turalyon's Faceguard of Triumph,345,85,4,1,4,4,4,210,7,260,12,97,13,85,0,0,0,0,0,0,0,0,0,0,0,0
2048607,Turalyon's Battleplate of Triumph,345,85,4,5,4,4,4,215,7,240,32,127,44,127,0,0,0,0,0,0,0,0,0,0,0,0
2047774,Sunstrider's Hood of Conquest,332,85,4,1,4,1,45,175,7,142,5,142,36,111,31,99,0,0,0,0,0,0,0,0,0,0
2048218,VanCleef's Helmet of Conquest,332,85,4,1,4,2,38,199,3,161,7,186,32,124,37,99,0,0,0,0,0,0,0,0,0,0
2048159,Malfurion's Vestments of Conquest,332,85,4,20,4,2,45,189,7,142,5,142,36,124,32,99,0,0,0,0,0,0,0,0,0,0
2048652,Liadrin's Breastplate of Conquest,332,85,4,5,4,4,4,186,7,243,12,97,14,85,13,85,0,0,0,0,0,0,0,0,0,0
2048450,Wrynn's Breastplate of Triumph,345,85,4,5,4,4,4,210,7,279,12,110,14,97,13,97,0,0,0,0,0,0,0,0,0,0
2048640,Turalyon's Handguards of Triumph,345,85,4,10,4,4,4,156,7,215,12,82,13,69,14,82,0,0,0,0,0,0,0,0,0,0
2048482,Thassarian's Gauntlets of Triumph,345,85,4,10,4,4,4,165,7,178,32,103,31,91,0,0,0,0,0,0,0,0,0,0,0,0
2048225,VanCleef's Helmet of Triumph,345,85,4,1,4,2,38,230,3,186,7,210,32,139,37,114,0,0,0,0,0,0,0,0,0,0
2048556,Koltira's Handguards of Triumph,345,85,4,10,4,4,4,156,7,215,12,82,13,82,14,69,0,0,0,0,0,0,0,0,0,0
2048148,Runetotem's Spaulders of Triumph,345,85,4,3,4,2,45,168,7,119,5,119,6,91,36,103,0,0,0,0,0,0,0,0,0,0
2047779,Kel'Thuzad's Robe of Triumph,345,85,4,20,4,1,45,217,7,159,5,159,6,127,31,127,0,0,0,0,0,0,0,0,0,0
2048553,Koltira's Pauldrons of Triumph,345,85,4,3,4,4,4,119,7,215,12,103,14,103,31,66,0,0,0,0,0,0,0,0,0,0
2048164,Malfurion's Cover of Triumph,345,85,4,1,4,2,45,203,7,159,5,159,31,127,32,114,0,0,0,0,0,0,0,0,0,0
2048156,Runetotem's Robe of Conquest,332,85,4,20,4,2,45,189,7,142,5,142,6,111,32,111,0,0,0,0,0,0,0,0,0,0
2048097,Zabra's Handwraps of Conquest,332,85,4,10,4,1,45,148,7,105,5,105,31,80,32,93,0,0,0,0,0,0,0,0,0,0
2048250,Windrunner's Headpiece of Conquest,332,85,4,1,4,3,38,199,3,161,7,147,5,97,32,124,44,72,0,0,0,0,0,0,0,0
2047755,Khadgar's Leggings of Triumph,345,85,4,7,4,1,45,217,7,159,5,159,6,114,32,139,0,0,0,0,0,0,0,0,0,0
2048074,Velen's Pants of Conquest,332,85,4,7,4,1,45,189,7,142,5,142,36,99,31,124,0,0,0,0,0,0,0,0,0,0
2048537,Thassarian's Handguards of Conquest,332,85,4,10,4,4,4,137,7,189,12,72,13,72,14,60,0,0,0,0,0,0,0,0,0,0
2048226,VanCleef's Legplates of Triumph,345,85,4,7,4,2,38,255,3,186,7,210,31,114,44,127,0,0,0,0,0,0,0,0,0,0
2047715,Pauldrons of Revered Mortality,345,85,4,3,4,1,45,168,7,119,5,119,6,103,36,91,0,0,0,0,0,0,0,0,0,0
2048392,Hellscream's Gauntlets of Triumph,345,85,4,10,4,4,4,165,7,178,32,103,31,91,0,0,0,0,0,0,0,0,0,0,0,0
2048386,Hellscream's Battleplate of Conquest,332,85,4,5,4,4,4,187,7,212,32,111,44,111,0,0,0,0,0,0,0,0,0,0,0,0
2048529,Thassarian's Faceguard of Conquest,332,85,4,1,4,4,4,142,7,224,12,111,31,69,13,124,0,0,0,0,0,0,0,0,0,0
2048623,Liadrin's Legplates of Triumph,345,85,4,7,4,4,4,215,7,240,32,127,37,127,0,0,0,0,0,0,0,0,0,0,0,0
2048568,Turalyon's Greaves of Conquest,332,85,4,7,4,4,45,189,7,142,5,142,32,99,43,62,0,0,0,0,0,0,0,0,0,0
2048224,VanCleef's Gauntlets of Triumph,345,85,4,10,4,2,38,184,3,156,7,156,32,103,31,91,0,0,0,0,0,0,0,0,0,0
2048367,Thrall's Grips of Conquest,332,85,4,10,4,3,38,252,3,93,7,110,5,72,37,80,32,72,0,0,0,0,0,0,0,0
2048372,Wrynn's Battleplate of Conquest,332,85,4,5,4,4,4,187,7,212,32,111,44,111,0,0,0,0,0,0,0,0,0,0,0,0
2048622,Liadrin's Shoulderplates of Triumph,345,85,4,3,4,4,4,165,7,178,32,103,31,91,0,0,0,0,0,0,0,0,0,0,0,0
2048188,Runetotem's Headguard of Conquest,332,85,4,1,4,2,38,199,3,161,7,186,32,124,37,99,0,0,0,0,0,0,0,0,0,0
2047780,Kel'Thuzad's Leggings of Triumph,345,85,4,7,4,1,45,217,7,159,5,159,32,139,36,114,0,0,0,0,0,0,0,0,0,0
2048062,Zabra's Shoulderpads of Triumph,345,85,4,3,4,1,45,168,7,119,5,119,6,103,32,91,0,0,0,0,0,0,0,0,0,0
2048653,Liadrin's Handguards of Conquest,332,85,4,10,4,4,4,137,7,189,12,72,13,60,14,72,0,0,0,0,0,0,0,0,0,0
2047709,Duskstalker Pauldrons,345,85,4,3,4,2,38,209,3,144,7,156,32,103,44,91,0,0,0,0,0,0,0,0,0,0
2048445,Wrynn's Legguards of Conquest,332,85,4,7,4,4,4,142,7,243,12,124,31,69,0,0,0,0,0,0,0,0,0,0,0,0
2048634,Turalyon's Faceguard of Conquest,332,85,4,1,4,4,4,186,7,224,12,85,13,72,0,0,0,0,0,0,0,0,0,0,0,0
2048462,Hellscream's Handguards of Triumph,345,85,4,10,4,4,4,156,7,215,12,82,13,69,14,82,0,0,0,0,0,0,0,0,0,0
2048102,Malfurion's Headpiece of Conquest,332,85,4,1,4,2,45,175,7,142,5,142,6,99,32,111,0,0,0,0,0,0,0,0,0,0
2048073,Velen's Circlet of Conquest,332,85,4,1,4,1,45,175,7,142,5,142,6,99,31,111,0,0,0,0,0,0,0,0,0,0
2048366,Thrall's Chestguard of Conquest,332,85,4,5,4,3,38,373,3,99,7,147,5,97,32,111,36,85,0,0,0,0,0,0,0,0
2048559,Koltira's Handguards of Conquest,332,85,4,10,4,4,4,137,7,189,12,72,13,72,14,60,0,0,0,0,0,0,0,0,0,0
2047668,Idol of Mutilation,345,85,4,28,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047730,Dexterous Brightstone Ring,345,85,4,11,4,0,38,156,3,117,7,117,44,77,36,77,0,0,0,0,0,0,0,0,0,0
2048603,Turalyon's Gauntlets of Conquest,332,85,4,10,4,4,4,145,7,158,32,93,31,80,0,0,0,0,0,0,0,0,0,0,0,0
2048481,Thassarian's Battleplate of Triumph,345,85,4,5,4,4,4,215,7,240,32,127,36,127,0,0,0,0,0,0,0,0,0,0,0,0
2048067,Zabra's Gloves of Conquest,332,85,4,10,4,1,45,148,7,105,5,105,6,80,36,93,0,0,0,0,0,0,0,0,0,0
2048368,Thrall's Faceguard of Conquest,332,85,4,1,4,3,38,199,3,161,7,147,5,97,31,99,32,97,0,0,0,0,0,0,0,0
2048456,Hellscream's Breastplate of Conquest,332,85,4,5,4,4,4,186,7,243,12,97,14,85,13,85,0,0,0,0,0,0,0,0,0,0
2047753,Khadgar's Gauntlets of Triumph,345,85,4,10,4,1,45,168,7,119,5,119,32,103,36,91,0,0,0,0,0,0,0,0,0,0
2047768,Sunstrider's Shoulderpads of Triumph,345,85,4,3,4,1,45,168,7,119,5,119,32,91,36,103,0,0,0,0,0,0,0,0,0,0
2048181,Runetotem's Cover of Triumph,345,85,4,1,4,2,45,203,7,159,5,159,31,127,32,114,0,0,0,0,0,0,0,0,0,0
2048484,Thassarian's Legplates of Triumph,345,85,4,7,4,4,4,215,7,240,32,127,44,127,0,0,0,0,0,0,0,0,0,0,0,0
2048284,Nobundo's Handguards of Conquest,332,85,4,10,4,3,45,148,7,105,5,105,36,80,43,46,0,0,0,0,0,0,0,0,0,0
2048596,Liadrin's Greaves of Conquest,332,85,4,7,4,4,45,189,7,142,5,142,32,99,43,62,0,0,0,0,0,0,0,0,0,0
2048185,Runetotem's Trousers of Conquest,332,85,4,7,4,2,45,189,7,142,5,142,6,99,31,124,0,0,0,0,0,0,0,0,0,0
2048096,Zabra's Handwraps of Triumph,345,85,4,10,4,1,45,168,7,119,5,119,31,91,32,103,0,0,0,0,0,0,0,0,0,0
2047674,Helm of Thunderous Rampage,345,85,4,1,4,4,4,203,7,240,32,114,44,127,0,0,0,0,0,0,0,0,0,0,0,0
2048223,VanCleef's Breastplate of Triumph,345,85,4,5,4,2,38,255,3,186,7,210,32,139,31,127,0,0,0,0,0,0,0,0,0,0
2048214,Malfurion's Headguard of Conquest,332,85,4,1,4,2,38,199,3,161,7,186,32,124,37,99,0,0,0,0,0,0,0,0,0,0
2048389,Hellscream's Legplates of Conquest,332,85,4,7,4,4,4,187,7,212,32,111,37,111,0,0,0,0,0,0,0,0,0,0,0,0
2048555,Koltira's Faceguard of Triumph,345,85,4,1,4,4,4,159,7,260,12,127,31,82,13,139,0,0,0,0,0,0,0,0,0,0
2048150,Runetotem's Leggings of Triumph,345,85,4,7,4,2,45,217,7,159,5,159,6,127,36,127,0,0,0,0,0,0,0,0,0,0
2048162,Malfurion's Gloves of Conquest,332,85,4,10,4,2,45,148,7,105,5,105,6,80,36,93,0,0,0,0,0,0,0,0,0,0
2048160,Malfurion's Trousers of Conquest,332,85,4,7,4,2,45,189,7,142,5,142,6,99,31,124,0,0,0,0,0,0,0,0,0,0
2047750,Khadgar's Leggings of Conquest,332,85,4,7,4,1,45,189,7,142,5,142,6,99,32,124,0,0,0,0,0,0,0,0,0,0
2048213,Malfurion's Handgrips of Conquest,332,85,4,10,4,2,38,184,3,125,7,137,32,93,31,80,0,0,0,0,0,0,0,0,0,0
2047802,Gul'dan's Gloves of Conquest,332,85,4,10,4,1,45,148,7,105,5,105,32,93,31,80,0,0,0,0,0,0,0,0,0,0
2048221,VanCleef's Pauldrons of Conquest,332,85,4,3,4,2,38,159,3,137,7,137,44,93,37,80,0,0,0,0,0,0,0,0,0,0
2048476,Thassarian's Legplates of Conquest,332,85,4,7,4,4,4,187,7,212,32,111,44,111,0,0,0,0,0,0,0,0,0,0,0,0
2048566,Turalyon's Tunic of Conquest,332,85,4,5,4,4,45,189,7,142,5,142,32,99,43,62,0,0,0,0,0,0,0,0,0,0
2048136,Malfurion's Robe of Triumph,345,85,4,20,4,2,45,217,7,159,5,159,6,127,32,127,0,0,0,0,0,0,0,0,0,0
2048478,Thassarian's Shoulderplates of Conquest,332,85,4,3,4,4,4,145,7,158,32,93,31,80,0,0,0,0,0,0,0,0,0,0,0,0
2047705,Pauldrons of the Devourer,345,85,4,3,4,3,38,184,3,144,7,124,5,82,32,103,44,82,0,0,0,0,0,0,0,0
2048558,Koltira's Chestguard of Conquest,332,85,4,5,4,4,4,142,7,243,12,97,14,88,13,82,0,0,0,0,0,0,0,0,0,0
2047662,Libram of Veracity,345,85,4,28,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047987,Velen's Shoulderpads of Triumph,345,85,4,3,4,1,45,168,7,119,5,119,6,103,32,91,0,0,0,0,0,0,0,0,0,0
2048379,Wrynn's Legplates of Triumph,345,85,4,7,4,4,4,215,7,240,32,127,37,127,0,0,0,0,0,0,0,0,0,0,0,0
2048245,Garona's Helmet of Conquest,332,85,4,1,4,2,38,199,3,161,7,186,32,124,37,99,0,0,0,0,0,0,0,0,0,0
2048209,Malfurion's Raiments of Triumph,345,85,4,20,4,2,38,280,3,186,7,210,32,130,36,124,0,0,0,0,0,0,0,0,0,0
2047751,Khadgar's Shoulderpads of Conquest,332,85,4,3,4,1,45,148,7,105,5,105,32,80,36,93,0,0,0,0,0,0,0,0,0,0
2047803,Gul'dan's Gloves of Triumph,345,85,4,10,4,1,45,168,7,119,5,119,32,103,31,91,0,0,0,0,0,0,0,0,0,0
2047769,Sunstrider's Robe of Triumph,345,85,4,20,4,1,45,217,7,159,5,159,6,139,31,114,0,0,0,0,0,0,0,0,0,0
2048077,Velen's Handwraps of Triumph,345,85,4,10,4,1,45,168,7,119,5,119,31,91,32,103,0,0,0,0,0,0,0,0,0,0
2048624,Liadrin's Helm of Triumph,345,85,4,1,4,4,4,203,7,240,32,127,36,114,0,0,0,0,0,0,0,0,0,0,0,0
2048465,Hellscream's Pauldrons of Triumph,345,85,4,3,4,4,4,119,7,215,12,103,13,103,37,66,0,0,0,0,0,0,0,0,0,0
2048472,Thassarian's Helmet of Conquest,332,85,4,1,4,4,4,175,7,212,32,111,37,99,0,0,0,0,0,0,0,0,0,0,0,0
2047914,Velen's Cowl of Conquest,332,85,4,1,4,1,45,175,7,142,5,142,6,111,32,99,0,0,0,0,0,0,0,0,0,0
2048641,Turalyon's Breastplate of Triumph,345,85,4,5,4,4,4,210,7,279,12,110,14,97,13,97,0,0,0,0,0,0,0,0,0,0
2047984,Velen's Cowl of Triumph,345,85,4,1,4,1,45,203,7,159,5,159,6,127,32,114,0,0,0,0,0,0,0,0,0,0
2048183,Runetotem's Gloves of Conquest,332,85,4,10,4,2,45,148,7,105,5,105,6,80,36,93,0,0,0,0,0,0,0,0,0,0
2047785,Kel'Thuzad's Leggings of Conquest,332,85,4,7,4,1,45,189,7,142,5,142,32,124,36,99,0,0,0,0,0,0,0,0,0,0
2048239,Garona's Legplates of Triumph,345,85,4,7,4,2,38,255,3,186,7,210,31,114,44,127,0,0,0,0,0,0,0,0,0,0
2048364,Thrall's Grips of Triumph,345,85,4,10,4,3,38,288,3,103,7,124,5,82,37,91,32,82,0,0,0,0,0,0,0,0
2048560,Koltira's Faceguard of Conquest,332,85,4,1,4,4,4,142,7,224,12,111,31,69,13,124,0,0,0,0,0,0,0,0,0,0
2048605,Turalyon's Legplates of Conquest,332,85,4,7,4,4,4,187,7,212,32,111,37,111,0,0,0,0,0,0,0,0,0,0,0,0
2048281,Nobundo's Tunic of Conquest,332,85,4,5,4,3,45,189,7,142,5,142,36,111,32,111,0,0,0,0,0,0,0,0,0,0
2048072,Velen's Handwraps of Conquest,332,85,4,10,4,1,45,148,7,105,5,105,31,80,32,93,0,0,0,0,0,0,0,0,0,0
2048500,Koltira's Battleplate of Triumph,345,85,4,5,4,4,4,215,7,240,32,127,36,127,0,0,0,0,0,0,0,0,0,0,0,0
2048246,Garona's Legplates of Conquest,332,85,4,7,4,2,38,224,3,161,7,186,31,99,44,111,0,0,0,0,0,0,0,0,0,0
2048337,Thrall's Gloves of Conquest,332,85,4,10,4,3,45,148,7,105,5,105,36,80,31,93,0,0,0,0,0,0,0,0,0,0
2048463,Hellscream's Greathelm of Triumph,345,85,4,1,4,4,4,210,7,260,12,97,13,85,0,0,0,0,0,0,0,0,0,0,0,0
2048093,Zabra's Raiments of Triumph,345,85,4,20,4,1,45,217,7,159,5,159,6,127,36,127,0,0,0,0,0,0,0,0,0,0
2048252,Windrunner's Legguards of Conquest,332,85,4,7,4,3,38,199,3,161,7,97,5,147,32,124,44,97,0,0,0,0,0,0,0,0
2048210,Malfurion's Legguards of Triumph,345,85,4,7,4,2,38,230,3,186,7,210,32,139,31,114,0,0,0,0,0,0,0,0,0,0
2048178,Runetotem's Mantle of Triumph,345,85,4,3,4,2,45,168,7,119,5,119,6,103,32,91,0,0,0,0,0,0,0,0,0,0
2047681,Heaume of the Restless Watch,345,85,4,1,4,4,45,203,7,159,5,159,32,102,43,69,0,0,0,0,0,0,0,0,0,0
2048314,Nobundo's Kilt of Conquest,332,85,4,7,4,3,45,189,7,142,5,142,32,99,31,124,0,0,0,0,0,0,0,0,0,0
2048312,Nobundo's Gloves of Conquest,332,85,4,10,4,3,45,148,7,105,5,105,36,80,31,93,0,0,0,0,0,0,0,0,0,0
2048342,Nobundo's Grips of Conquest,332,85,4,10,4,3,38,252,3,93,7,110,5,72,37,80,32,72,0,0,0,0,0,0,0,0
2048576,Turalyon's Gloves of Triumph,345,85,4,10,4,4,45,168,7,119,5,119,36,103,43,46,0,0,0,0,0,0,0,0,0,0
2048454,Wrynn's Pauldrons of Triumph,345,85,4,3,4,4,4,119,7,215,12,103,13,103,37,66,0,0,0,0,0,0,0,0,0,0
2047699,Shoulderguards of Enduring Order,345,85,4,3,4,4,4,156,7,215,12,82,13,69,14,82,0,0,0,0,0,0,0,0,0,0
2048101,Zabra's Mantle of Conquest,332,85,4,3,4,1,45,148,7,105,5,105,6,93,32,80,0,0,0,0,0,0,0,0,0,0
2048632,Turalyon's Breastplate of Conquest,332,85,4,5,4,4,4,186,7,243,12,97,14,85,13,85,0,0,0,0,0,0,0,0,0,0
2048192,Runetotem's Handgrips of Conquest,332,85,4,10,4,2,38,184,3,125,7,137,32,93,31,80,0,0,0,0,0,0,0,0,0,0
2048334,Thrall's Gloves of Triumph,345,85,4,10,4,3,45,168,7,119,5,119,36,91,31,103,0,0,0,0,0,0,0,0,0,0
2048157,Runetotem's Spaulders of Conquest,332,85,4,3,4,2,45,148,7,105,5,105,6,80,36,93,0,0,0,0,0,0,0,0,0,0
2047733,Heartmender Circle,345,85,4,11,4,0,45,137,7,89,5,89,32,77,43,38,0,0,0,0,0,0,0,0,0,0
2048212,Malfurion's Handgrips of Triumph,345,85,4,10,4,2,38,209,3,144,7,156,32,103,31,91,0,0,0,0,0,0,0,0,0,0
2048286,Nobundo's Handguards of Triumph,345,85,4,10,4,3,45,168,7,119,5,119,36,91,43,52,0,0,0,0,0,0,0,0,0,0
2048298,Thrall's Legguards of Conquest,332,85,4,7,4,3,45,189,7,142,5,142,32,114,43,54,0,0,0,0,0,0,0,0,0,0
