entry,name,ItemLevel,RequiredLevel,Quality,InventoryType,class,subclass,stat_type1,stat_value1,stat_type2,stat_value2,stat_type3,stat_value3,stat_type4,stat_value4,stat_type5,stat_value5,stat_type6,stat_value6,stat_type7,stat_value7,stat_type8,stat_value8,stat_type9,stat_value9,stat_type10,stat_value10
2045831,Sash of Potent Incantations,326,83,4,6,4,1,45,155,7,113,5,93,6,93,32,62,0,0,0,0,0,0,0,0,0,0
2046191,Conqueror's Nightsong Cover,326,83,4,1,4,2,45,178,7,131,5,133,6,91,31,93,0,0,0,0,0,0,0,0,0,0
2046205,Conqueror's Worldbreaker Chestguard,326,83,4,20,4,3,3,102,7,86,5,93,31,102,32,105,38,328,0,0,0,0,0,0,0,0
2046129,Conqueror's Kirin Tor Hood,326,83,4,1,4,1,7,96,5,134,31,106,6,102,45,175,0,0,0,0,0,0,0,0,0,0
2045336,Valorous Darkruned Faceguard,319,83,4,1,4,4,4,125,7,209,12,100,31,57,13,82,0,0,0,0,0,0,0,0,0,0
2046132,Conqueror's Kirin Tor Gauntlets,326,83,4,10,4,1,7,86,5,96,31,93,36,72,45,155,0,0,0,0,0,0,0,0,0,0
2046187,Conqueror's Nightsong Spaulders,326,83,4,3,4,2,45,139,7,97,5,99,6,88,36,74,0,0,0,0,0,0,0,0,0,0
2045403,Valorous Worldbreaker Legguards,319,83,4,7,4,3,45,162,7,122,5,125,32,85,43,54,0,0,0,0,0,0,0,0,0,0
2045337,Valorous Darkruned Handguards,319,83,4,10,4,4,4,88,7,184,12,72,14,80,37,55,0,0,0,0,0,0,0,0,0,0
2045847,Wildstrider Legguards,326,83,4,7,4,2,45,178,7,131,5,133,6,105,32,103,0,0,0,0,0,0,0,0,0,0
2045335,Valorous Darkruned Chestguard,319,83,4,5,4,4,4,139,7,209,12,93,14,75,13,85,0,0,0,0,0,0,0,0,0,0
2046198,Conqueror's Worldbreaker Tunic,326,83,4,20,4,3,45,178,7,131,5,133,32,93,43,58,0,0,0,0,0,0,0,0,0,0
2046209,Conqueror's Worldbreaker Helm,326,83,4,1,4,3,45,178,7,131,5,133,31,93,32,93,0,0,0,0,0,0,0,0,0,0
2045409,Valorous Worldbreaker Kilt,319,83,4,7,4,3,45,162,7,122,5,125,32,110,31,85,0,0,0,0,0,0,0,0,0,0
2045254,Sigil of the Vengeful Heart,326,83,4,28,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046164,Conqueror's Siegebreaker Handguards,326,83,4,10,4,4,4,93,7,178,12,74,13,88,31,75,0,0,0,0,0,0,0,0,0,0
2045436,Libram of the Resolute,326,83,4,28,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046131,Valorous Kirin Tor Gauntlets,319,83,4,10,4,1,7,79,5,88,31,85,36,68,45,144,0,0,0,0,0,0,0,0,0,0
2046179,Conqueror's Aegis Gloves,326,83,4,10,4,4,45,139,7,97,5,99,36,88,43,37,0,0,0,0,0,0,0,0,0,0
2045356,Valorous Nightsong Headguard,319,83,4,1,4,2,3,114,7,176,32,108,44,71,38,220,0,0,0,0,0,0,0,0,0,0
2046211,Conqueror's Worldbreaker Shoulderpads,326,83,4,3,4,3,45,139,7,97,5,99,32,88,36,74,0,0,0,0,0,0,0,0,0,0
2046154,Conqueror's Aegis Battleplate,326,83,4,5,4,4,4,175,7,199,31,122,32,75,0,0,0,0,0,0,0,0,0,0,0,0
2046196,Conqueror's Nightsong Mantle,326,83,4,3,4,2,45,139,7,97,5,99,6,75,32,86,0,0,0,0,0,0,0,0,0,0
2046151,Conqueror's Siegebreaker Helmet,326,83,4,1,4,4,4,162,7,199,32,93,44,105,0,0,0,0,0,0,0,0,0,0,0,0
2045255,Thunderfall Totem,326,83,4,28,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045381,Valorous Aegis Breastplate,319,83,4,5,4,4,4,164,7,209,12,85,13,74,14,74,0,0,0,0,0,0,0,0,0,0
2045395,Valorous Raiments of Sanctification,319,83,4,20,4,1,7,125,5,110,36,83,31,105,45,192,0,0,0,0,0,0,0,0,0,0
2046194,Conqueror's Nightsong Vestments,326,83,4,20,4,2,45,178,7,131,5,133,6,93,36,116,0,0,0,0,0,0,0,0,0,0
2046170,Conqueror's Pants of Sanctification,326,83,4,7,4,1,7,153,5,127,6,80,36,117,45,175,0,0,0,0,0,0,0,0,0,0
2045829,Belt of the Twilight Assassin,326,83,4,6,4,2,38,192,3,130,7,130,31,75,37,88,0,0,0,0,0,0,0,0,0,0
2045169,Totem of the Dancing Flame,326,83,4,28,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046212,Conqueror's Worldbreaker Faceguard,326,83,4,1,4,3,3,83,7,114,5,93,32,113,36,83,38,316,0,0,0,0,0,0,0,0
2045371,Valorous Aegis Greaves,319,83,4,7,4,4,45,162,7,122,5,125,36,83,43,54,0,0,0,0,0,0,0,0,0,0
2045830,Belt of the Living Thicket,326,83,4,6,4,2,45,155,7,113,5,93,6,86,36,86,0,0,0,0,0,0,0,0,0,0
2045357,Valorous Nightsong Legguards,319,83,4,7,4,2,3,164,7,176,32,100,36,71,38,164,0,0,0,0,0,0,0,0,0,0
2048955,Etched Loop of the Kirin Tor,326,83,4,11,4,0,45,114,7,96,5,66,6,66,43,32,0,0,0,0,0,0,0,0,0,0
2045345,Valorous Nightsong Handguards,319,83,4,10,4,2,45,128,7,89,5,93,6,82,32,68,0,0,0,0,0,0,0,0,0,0
2046153,Conqueror's Aegis Legplates,326,83,4,7,4,4,4,175,7,199,31,89,32,114,0,0,0,0,0,0,0,0,0,0,0,0
2045355,Valorous Nightsong Handgrips,319,83,4,10,4,2,3,122,7,133,44,62,36,46,38,186,0,0,0,0,0,0,0,0,0,0
2045509,Idol of the Corruptor,326,83,4,28,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045380,Valorous Aegis Shoulderplates,319,83,4,3,4,4,4,128,7,139,32,80,36,63,0,0,0,0,0,0,0,0,0,0,0,0
2045417,Valorous Deathbringer Hood,319,83,4,1,4,1,7,125,5,110,6,57,32,125,45,162,0,0,0,0,0,0,0,0,0,0
2045341,Valorous Darkruned Gauntlets,319,83,4,10,4,4,4,128,7,139,32,60,31,80,0,0,0,0,0,0,0,0,0,0,0,0
2045834,Gauntlets of the Royal Watch,326,83,4,10,4,4,4,93,7,196,12,85,13,86,31,75,0,0,0,0,0,0,0,0,0,0
2046168,Conqueror's Raiments of Sanctification,326,83,4,20,4,1,7,139,5,117,36,89,31,114,45,204,0,0,0,0,0,0,0,0,0,0
2045826,Girdle of Unyielding Trust,326,83,4,6,4,4,45,155,7,130,5,88,32,75,43,46,0,0,0,0,0,0,0,0,0,0
2045384,Valorous Aegis Legguards,319,83,4,7,4,4,4,164,7,209,12,86,13,62,14,85,0,0,0,0,0,0,0,0,0,0
2046155,Conqueror's Aegis Gauntlets,326,83,4,10,4,4,4,139,7,158,32,93,37,58,0,0,0,0,0,0,0,0,0,0,0,0
2045352,Valorous Nightsong Mantle,319,83,4,3,4,2,45,128,7,89,5,93,6,69,32,80,0,0,0,0,0,0,0,0,0,0
2045394,Valorous Pants of Sanctification,319,83,4,7,4,1,7,144,5,117,6,80,36,108,45,162,0,0,0,0,0,0,0,0,0,0
2045382,Valorous Aegis Faceguard,319,83,4,1,4,4,4,139,7,209,12,86,13,85,15,62,0,0,0,0,0,0,0,0,0,0
2045400,Valorous Terrorblade Pauldrons,319,83,4,3,4,2,3,122,7,106,32,55,31,80,38,176,0,0,0,0,0,0,0,0,0,0
2046130,Conqueror's Kirin Tor Tunic,326,83,4,5,4,1,7,116,5,125,6,77,32,127,45,204,0,0,0,0,0,0,0,0,0,0
2046135,Conqueror's Deathbringer Gloves,326,83,4,10,4,1,7,114,5,96,6,41,31,100,45,153,0,0,0,0,0,0,0,0,0,0
2046192,Conqueror's Nightsong Trousers,326,83,4,7,4,2,45,178,7,131,5,133,32,117,31,91,0,0,0,0,0,0,0,0,0,0
2045415,Valorous Worldbreaker Shoulderguards,319,83,4,3,4,3,3,88,7,97,5,74,32,71,37,48,38,195,0,0,0,0,0,0,0,0
2045430,Valorous Siegebreaker Gauntlets,319,83,4,10,4,4,4,128,7,139,31,54,37,86,0,0,0,0,0,0,0,0,0,0,0,0
2046169,Conqueror's Siegebreaker Legguards,326,83,4,7,4,4,4,175,7,227,12,79,13,80,0,0,0,0,0,0,0,0,0,0,0,0
2045372,Valorous Aegis Headpiece,319,83,4,1,4,4,45,162,7,122,5,125,32,83,36,85,0,0,0,0,0,0,0,0,0,0
2046172,Conqueror's Circlet of Sanctification,326,83,4,1,4,1,7,130,5,117,36,102,32,108,45,175,0,0,0,0,0,0,0,0,0,0
2045145,Libram of the Sacred Shield,326,83,4,28,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045835,Gauntlets of Serene Blessing,326,83,4,10,4,4,45,155,7,111,5,93,36,86,43,43,0,0,0,0,0,0,0,0,0,0
2045342,Valorous Darkruned Helmet,319,83,4,1,4,4,4,150,7,186,32,100,44,69,0,0,0,0,0,0,0,0,0,0,0,0
2045340,Valorous Darkruned Battleplate,319,83,4,5,4,4,4,162,7,186,32,110,37,79,0,0,0,0,0,0,0,0,0,0,0,0
2045840,Touch of the Occult,326,83,4,10,4,1,45,155,7,113,5,93,6,93,36,75,0,0,0,0,0,0,0,0,0,0
2046152,Conqueror's Aegis Shoulderplates,326,83,4,3,4,4,4,139,7,158,32,86,36,69,0,0,0,0,0,0,0,0,0,0,0,0
2045338,Valorous Darkruned Legguards,319,83,4,7,4,4,4,110,7,209,12,96,14,117,37,83,0,0,0,0,0,0,0,0,0,0
2045379,Valorous Aegis Legplates,319,83,4,7,4,4,4,162,7,186,31,83,32,105,0,0,0,0,0,0,0,0,0,0,0,0
2046160,Conqueror's Nightsong Legguards,326,83,4,7,4,2,3,176,7,189,32,108,36,77,38,176,0,0,0,0,0,0,0,0,0,0
2046313,Valorous Nightsong Cover,319,83,4,1,4,2,45,162,7,122,5,125,6,83,31,85,0,0,0,0,0,0,0,0,0,0
2045369,Valorous Kirin Tor Shoulderpads,319,83,4,3,4,1,7,93,5,93,6,46,36,88,45,141,0,0,0,0,0,0,0,0,0,0
2045388,Valorous Leggings of Sanctification,319,83,4,7,4,1,7,106,5,117,6,83,36,102,45,192,0,0,0,0,0,0,0,0,0,0
2045398,Valorous Terrorblade Helmet,319,83,4,1,4,2,3,155,7,96,32,110,36,82,38,186,0,0,0,0,0,0,0,0,0,0
2045425,Valorous Siegebreaker Greathelm,319,83,4,1,4,4,4,139,7,209,12,86,13,74,15,72,0,0,0,0,0,0,0,0,0,0
2046203,Conqueror's Worldbreaker Shoulderguards,326,83,4,3,4,3,3,96,7,102,5,80,32,75,37,52,38,213,0,0,0,0,0,0,0,0
2046120,Conqueror's Darkruned Faceguard,326,83,4,1,4,4,4,133,7,227,12,108,31,63,13,88,0,0,0,0,0,0,0,0,0,0
2045848,Legwraps of the Master Conjurer,326,83,4,7,4,1,45,178,7,153,5,125,6,105,32,103,0,0,0,0,0,0,0,0,0,0
2045362,Valorous Scourgestalker Legguards,319,83,4,7,4,3,3,83,7,97,5,97,36,65,32,105,38,328,0,0,0,0,0,0,0,0
2045421,Valorous Deathbringer Robe,319,83,4,20,4,1,7,119,5,110,32,96,31,105,45,178,0,0,0,0,0,0,0,0,0,0
2046124,Conqueror's Terrorblade Gauntlets,326,83,4,10,4,2,3,131,7,91,32,66,31,83,38,201,0,0,0,0,0,0,0,0,0,0
2046141,Conqueror's Scourgestalker Tunic,326,83,4,5,4,3,3,133,7,100,5,93,32,91,31,88,38,300,0,0,0,0,0,0,0,0
2046140,Conqueror's Deathbringer Hood,326,83,4,1,4,1,7,137,5,117,6,63,32,133,45,175,0,0,0,0,0,0,0,0,0,0
2045837,Gloves of Augury,326,83,4,10,4,3,45,155,7,130,5,86,32,93,43,38,0,0,0,0,0,0,0,0,0,0
2045825,Shieldwarder Girdle,326,83,4,6,4,4,4,88,7,196,12,75,13,93,31,86,0,0,0,0,0,0,0,0,0,0
2045376,Valorous Aegis Gauntlets,319,83,4,10,4,4,4,128,7,139,32,86,37,54,0,0,0,0,0,0,0,0,0,0,0,0
2045842,Wyrmguard Legplates,326,83,4,7,4,4,4,175,7,227,12,91,15,93,0,0,0,0,0,0,0,0,0,0,0,0
2045144,Sigil of Deflection,326,83,4,28,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045368,Valorous Kirin Tor Tunic,319,83,4,5,4,1,7,106,5,117,6,71,32,117,45,192,0,0,0,0,0,0,0,0,0,0
2045390,Valorous Shoulderpads of Sanctification,319,83,4,3,4,1,7,93,5,93,6,57,36,86,45,128,0,0,0,0,0,0,0,0,0,0
2045339,Valorous Darkruned Pauldrons,319,83,4,3,4,4,4,96,7,184,12,63,14,55,13,69,0,0,0,0,0,0,0,0,0,0
2045836,Gloves of Unerring Aim,326,83,4,10,4,3,38,263,3,88,7,102,5,68,32,68,36,86,0,0,0,0,0,0,0,0
2046197,Conqueror's Cowl of Sanctification,326,83,4,1,4,1,7,120,5,116,6,117,32,103,45,178,0,0,0,0,0,0,0,0,0,0
2045416,Valorous Worldbreaker War-Kilt,319,83,4,7,4,3,3,96,7,110,5,74,36,117,31,86,38,279,0,0,0,0,0,0,0,0
2045359,Valorous Nightsong Shoulderpads,319,83,4,3,4,2,3,110,7,103,32,86,38,161,37,68,0,0,0,0,0,0,0,0,0,0
2046186,Conqueror's Nightsong Robe,326,83,4,20,4,2,45,178,7,131,5,133,6,105,32,103,0,0,0,0,0,0,0,0,0,0
2046139,Conqueror's Deathbringer Leggings,326,83,4,7,4,1,7,133,5,133,6,75,36,102,45,204,0,0,0,0,0,0,0,0,0,0
2045401,Valorous Worldbreaker Handguards,319,83,4,10,4,3,45,128,7,89,5,93,32,69,36,80,0,0,0,0,0,0,0,0,0,0
2045365,Valorous Kirin Tor Hood,319,83,4,1,4,1,7,86,5,125,31,99,6,94,45,162,0,0,0,0,0,0,0,0,0,0
2045344,Valorous Darkruned Shoulderplates,319,83,4,3,4,4,4,128,7,139,36,80,31,63,0,0,0,0,0,0,0,0,0,0,0,0
2045402,Valorous Worldbreaker Headpiece,319,83,4,1,4,3,45,162,7,122,5,125,32,85,36,83,0,0,0,0,0,0,0,0,0,0
2046115,Conqueror's Darkruned Helmet,326,83,4,1,4,4,4,162,7,199,32,110,44,75,0,0,0,0,0,0,0,0,0,0,0,0
2045389,Valorous Robe of Sanctification,319,83,4,20,4,1,7,124,5,125,6,117,32,71,45,162,0,0,0,0,0,0,0,0,0,0
2045348,Valorous Nightsong Robe,319,83,4,20,4,2,45,162,7,122,5,125,6,97,32,96,0,0,0,0,0,0,0,0,0,0
2045838,Gloves of the Blind Stalker,326,83,4,10,4,2,38,186,3,131,7,130,32,75,36,88,0,0,0,0,0,0,0,0,0,0
2045377,Valorous Aegis Helm,319,83,4,1,4,4,4,150,7,186,36,83,32,93,0,0,0,0,0,0,0,0,0,0,0,0
2045270,Idol of the Crying Wind,326,83,4,28,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046150,Conqueror's Siegebreaker Legplates,326,83,4,7,4,4,4,175,7,199,31,114,37,89,0,0,0,0,0,0,0,0,0,0,0,0
2045431,Valorous Siegebreaker Helmet,319,83,4,1,4,4,4,150,7,186,32,85,44,96,0,0,0,0,0,0,0,0,0,0,0,0
2046182,Conqueror's Aegis Spaulders,326,83,4,3,4,4,45,139,7,97,5,99,32,74,36,88,0,0,0,0,0,0,0,0,0,0
2045426,Valorous Siegebreaker Handguards,319,83,4,10,4,4,4,86,7,164,12,68,13,82,31,69,0,0,0,0,0,0,0,0,0,0
2046207,Conqueror's Worldbreaker Gloves,326,83,4,10,4,3,45,139,7,97,5,99,32,74,36,88,0,0,0,0,0,0,0,0,0,0
2045408,Valorous Worldbreaker Helm,319,83,4,1,4,3,45,162,7,122,5,125,31,85,32,85,0,0,0,0,0,0,0,0,0,0
2046136,Conqueror's Deathbringer Shoulderpads,326,83,4,3,4,1,7,105,5,96,36,63,32,89,45,153,0,0,0,0,0,0,0,0,0,0
2046122,Conqueror's Darkruned Pauldrons,326,83,4,3,4,4,4,106,7,198,12,68,14,58,13,74,0,0,0,0,0,0,0,0,0,0
2045428,Valorous Siegebreaker Pauldrons,319,83,4,3,4,4,4,86,7,164,12,68,13,82,37,69,0,0,0,0,0,0,0,0,0,0
2045386,Valorous Cowl of Sanctification,319,83,4,1,4,1,7,110,5,108,6,110,32,96,45,162,0,0,0,0,0,0,0,0,0,0
2048957,Etched Signet of the Kirin Tor,326,83,4,11,4,0,45,114,7,96,5,66,32,63,36,66,0,0,0,0,0,0,0,0,0,0
2046174,Conqueror's Aegis Handguards,326,83,4,10,4,4,4,130,7,178,12,69,14,55,0,0,0,0,0,0,0,0,0,0,0,0
2046148,Conqueror's Siegebreaker Gauntlets,326,83,4,10,4,4,4,139,7,158,31,58,37,93,0,0,0,0,0,0,0,0,0,0,0,0
2045820,Broach of the Wailing Night,326,83,4,2,4,0,38,130,3,97,7,106,32,55,44,71,0,0,0,0,0,0,0,0,0,0
2045396,Valorous Terrorblade Breastplate,319,83,4,5,4,2,3,139,7,125,32,96,37,110,38,235,0,0,0,0,0,0,0,0,0,0
2046166,Conqueror's Siegebreaker Greathelm,326,83,4,1,4,4,4,150,7,227,12,91,13,79,15,79,0,0,0,0,0,0,0,0,0,0
2045827,Belt of the Ardent Marksman,326,83,4,6,4,3,38,186,3,131,7,103,5,68,36,75,31,68,0,0,0,0,0,0,0,0
2046167,Conqueror's Siegebreaker Pauldrons,326,83,4,3,4,4,4,93,7,178,12,74,13,88,37,75,0,0,0,0,0,0,0,0,0,0
2045358,Valorous Nightsong Raiments,319,83,4,20,4,2,3,139,7,170,31,69,32,96,38,235,0,0,0,0,0,0,0,0,0,0
2046134,Conqueror's Kirin Tor Shoulderpads,326,83,4,3,4,1,7,100,5,100,6,51,36,96,45,151,0,0,0,0,0,0,0,0,0,0
2045397,Valorous Terrorblade Gauntlets,319,83,4,10,4,2,3,122,7,82,32,62,31,77,38,186,0,0,0,0,0,0,0,0,0,0
2046180,Conqueror's Aegis Headpiece,326,83,4,1,4,4,45,178,7,131,5,133,32,91,36,93,0,0,0,0,0,0,0,0,0,0
2045427,Valorous Siegebreaker Legguards,319,83,4,7,4,4,4,164,7,209,12,72,13,74,0,0,0,0,0,0,0,0,0,0,0,0
2045846,Leggings of Wavering Shadow,326,83,4,7,4,2,38,210,3,151,7,173,36,116,31,105,0,0,0,0,0,0,0,0,0,0
2046201,Conqueror's Worldbreaker Headpiece,326,83,4,1,4,3,45,178,7,131,5,133,32,93,36,91,0,0,0,0,0,0,0,0,0,0
2048956,Etched Ring of the Kirin Tor,326,83,4,11,4,0,4,97,7,145,32,66,37,63,0,0,0,0,0,0,0,0,0,0,0,0
2046163,Conqueror's Handwraps of Sanctification,326,83,4,10,4,1,7,96,5,68,32,99,6,83,45,153,0,0,0,0,0,0,0,0,0,0
2045828,Windchill Binding,326,83,4,6,4,3,45,155,7,130,5,86,36,93,43,38,0,0,0,0,0,0,0,0,0,0
2045824,Belt of the Singing Blade,326,83,4,6,4,4,4,134,7,192,32,93,31,75,0,0,0,0,0,0,0,0,0,0,0,0
2045822,Evoker's Charm,326,83,4,2,4,0,45,114,7,97,5,66,6,63,36,65,0,0,0,0,0,0,0,0,0,0
2045819,Spiked Battleguard Choker,326,83,4,2,4,0,4,100,7,144,32,55,31,69,0,0,0,0,0,0,0,0,0,0,0,0
2045414,Valorous Worldbreaker Grips,319,83,4,10,4,3,3,82,7,72,5,63,37,55,36,74,38,244,0,0,0,0,0,0,0,0
2045364,Valorous Scourgestalker Tunic,319,83,4,5,4,3,3,125,7,93,5,85,32,86,31,82,38,279,0,0,0,0,0,0,0,0
2045419,Valorous Deathbringer Gloves,319,83,4,10,4,1,7,106,5,88,6,38,31,91,45,142,0,0,0,0,0,0,0,0,0,0
2045114,Steamcaller's Totem,326,83,4,28,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045420,Valorous Deathbringer Leggings,319,83,4,7,4,1,7,124,5,125,6,68,36,96,45,192,0,0,0,0,0,0,0,0,0,0
2046181,Conqueror's Aegis Greaves,326,83,4,7,4,4,45,178,7,131,5,133,36,116,43,58,0,0,0,0,0,0,0,0,0,0
2045392,Valorous Handwraps of Sanctification,319,83,4,10,4,1,7,88,5,63,32,91,6,75,45,142,0,0,0,0,0,0,0,0,0,0
2046173,Conqueror's Aegis Breastplate,326,83,4,5,4,4,4,175,7,227,12,93,13,79,14,79,0,0,0,0,0,0,0,0,0,0
2045354,Valorous Nightsong Vestments,319,83,4,20,4,2,45,162,7,122,5,125,6,85,36,108,0,0,0,0,0,0,0,0,0,0
2046111,Conqueror's Darkruned Battleplate,326,83,4,5,4,4,4,175,7,199,32,119,37,85,0,0,0,0,0,0,0,0,0,0,0,0
2045413,Valorous Worldbreaker Chestguard,319,83,4,20,4,3,3,96,7,79,5,86,31,93,32,99,38,303,0,0,0,0,0,0,0,0
2045843,Legguards of the Peaceful Covenant,326,83,4,7,4,4,45,178,7,173,5,117,36,89,43,55,0,0,0,0,0,0,0,0,0,0
2046159,Conqueror's Nightsong Raiments,326,83,4,20,4,2,3,150,7,184,31,75,32,102,38,251,0,0,0,0,0,0,0,0,0,0
2045346,Valorous Nightsong Headpiece,319,83,4,1,4,2,45,162,7,122,5,125,6,85,36,83,0,0,0,0,0,0,0,0,0,0
2045374,Valorous Aegis Tunic,319,83,4,5,4,4,45,162,7,122,5,125,32,83,43,54,0,0,0,0,0,0,0,0,0,0
2046200,Conqueror's Worldbreaker Grips,326,83,4,10,4,3,3,88,7,79,5,69,37,62,36,80,38,263,0,0,0,0,0,0,0,0
2046123,Conqueror's Terrorblade Breastplate,326,83,4,5,4,2,3,150,7,139,32,102,37,117,38,251,0,0,0,0,0,0,0,0,0,0
2045351,Valorous Nightsong Gloves,319,83,4,10,4,2,45,128,7,89,5,93,6,69,31,80,0,0,0,0,0,0,0,0,0,0
2045845,Leggings of the Weary Mystic,326,83,4,7,4,3,45,178,7,176,5,116,36,93,43,58,0,0,0,0,0,0,0,0,0,0
2046156,Conqueror's Aegis Helm,326,83,4,1,4,4,4,162,7,199,36,89,32,102,0,0,0,0,0,0,0,0,0,0,0,0
2046178,Conqueror's Aegis Tunic,326,83,4,5,4,4,45,178,7,131,5,133,32,93,43,58,0,0,0,0,0,0,0,0,0,0
2045510,Libram of Discord,326,83,4,28,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046161,Conqueror's Nightsong Headguard,326,83,4,1,4,2,3,127,7,189,32,116,44,77,38,235,0,0,0,0,0,0,0,0,0,0
2046185,Conqueror's Nightsong Leggings,326,83,4,7,4,2,45,178,7,131,5,133,6,117,32,91,0,0,0,0,0,0,0,0,0,0
